model,seed,backend,n_bindings,query_delay,distractor_rate,value_collision,recall_accuracy,recall_loss
mg_query_gated,1,slow,8,16,0.6,True,0.0,51.20329284667969
mg_query_gated,1,slow,8,32,0.0,False,0.0,62.59642028808594
mg_query_gated,1,slow,8,32,0.0,True,0.0,48.03031539916992
mg_query_gated,1,slow,8,32,0.3,False,0.0,52.86137390136719
mg_query_gated,1,slow,8,32,0.3,True,0.0,46.267677307128906
mg_query_gated,1,slow,8,32,0.6,False,0.0,50.74057388305664
mg_query_gated,1,slow,8,32,0.6,True,0.0,63.05753707885742
mg_query_gated,1,slow,8,64,0.0,False,0.0,54.094051361083984
mg_query_gated,1,slow,8,64,0.0,True,0.0,56.89814758300781
mg_query_gated,1,slow,8,64,0.3,False,0.0,48.271278381347656
mg_query_gated,1,slow,8,64,0.3,True,0.0,54.70582580566406
mg_query_gated,1,slow,8,64,0.6,False,0.0,39.767215728759766
mg_query_gated,1,slow,8,64,0.6,True,0.0,48.24980926513672
